,Unnamed: 0,Number,OR Link,Title,Authors,Session,Unnamed: 5,inoue,oki,rama,ishii,thibault,mukai,hashimoto,Keyword,Abstract,BS Session,Order,Unnamed: 6,Oral Session,base_txt,dim1,dim2,best_kw,category,id,disp_txt
86,86,158,https://openreview.net/forum?id=1GNV9SW95eJ,Learning Off-Policy with Online Planning,"Harshit Sikchi, Wenxuan Zhou, David Held",5.0,,,,,,,False,,"Reinforcement Learning, Trajectory Optimization, Safety","Reinforcement learning (RL) in low-data and risk-sensitive domains requires performant and flexible deployment policies that can readily incorporate constraints during deployment. One such class of policies are the semi-parametric H-step lookahead policies, which select actions using trajectory optimization over a dynamics model for a fixed horizon with a terminal value function. In this work, we investigate a novel instantiation of H-step lookahead with a learned model and a terminal value function learned by a model-free off-policy algorithm, named Learning Off-Policy with Online Planning (LOOP). We provide a theoretical analysis of this method, suggesting a tradeoff between model errors and value function errors, and empirically demonstrate this tradeoff to be beneficial in deep reinforcement learning. Furthermore, we identify the ""Actor Divergence"" issue in this framework and propose Actor Regularized Control (ARC), a modified trajectory optimization procedure. We evaluate our method on a set of robotic tasks for Offline and Online RL and demonstrate improved performance. We also show the flexibility of LOOP to incorporate safety constraints during deployment with a set of navigation environments. We demonstrate that LOOP is a desirable framework for robotics applications based on its strong performance in various important RL settings.",,,,,"learning off-policy with online planning reinforcement learning, trajectory optimization, safety reinforcement learning (rl) in low-data and risk-sensitive domains requires performant and flexible deployment policies that can readily incorporate constraints during deployment. one such class of policies are the semi-parametric h-step lookahead policies, which select actions using trajectory optimization over a dynamics model for a fixed horizon with a terminal value function. in this work, we investigate a novel instantiation of h-step lookahead with a learned model and a terminal value function learned by a model-free off-policy algorithm, named learning off-policy with online planning (loop). we provide a theoretical analysis of this method, suggesting a tradeoff between model errors and value function errors, and empirically demonstrate this tradeoff to be beneficial in deep reinforcement learning. furthermore, we identify the ""actor divergence"" issue in this framework and propose actor regularized control (arc), a modified trajectory optimization procedure. we evaluate our method on a set of robotic tasks for offline and online rl and demonstrate improved performance. we also show the flexibility of loop to incorporate safety constraints during deployment with a set of navigation environments. we demonstrate that loop is a desirable framework for robotics applications based on its strong performance in various important rl settings.",-2.814808,3.2286525,off-policy,reinforce,86,"id:86 (off-policy)<br><b>Learning Off-Policy with Online Planning</b><br>kw:Reinforcement Learning, Trajectory Optimization, Safety"
87,87,168,https://openreview.net/forum?id=vrU4d2yjjUn,Assisted Robust Reward Design,"Jerry Zhi-Yang He, Anca Dragan",5.0,,,,,,,False,,"Reward Design, Safety, Human-in-the-loop, Active Learning","Real-world robotic tasks require complex reward functions. When we define the problem the robot needs to solve, we pretend that a designer specifies this complex reward exactly, and it is set in stone from then on. In practice, however, reward design is an iterative process: the designer chooses a reward, eventually encounters an ``````''edge-case'' environment where the reward incentivizes the wrong behavior, revises the reward, and repeats. What would it mean to rethink robotics problems to formally account for this iterative nature of reward design? We propose that the robot not take the specified reward for granted, but rather have uncertainty about it, and account for the future design iterations as future evidence. We contribute an Assisted Reward Design method that speeds up the design process by anticipating and influencing this future evidence: rather than letting the designer eventually encounter failure cases and revise the reward then, the method actively exposes the designer to such environments during the development phase. We test this method in an autonomous driving task and find that it more quickly improves the car's behavior in held-out environments by proposing environments that are ``''edge cases'' for the current reward.",,,,,"assisted robust reward design reward design, safety, human-in-the-loop, active learning real-world robotic tasks require complex reward functions. when we define the problem the robot needs to solve, we pretend that a designer specifies this complex reward exactly, and it is set in stone from then on. in practice, however, reward design is an iterative process: the designer chooses a reward, eventually encounters an ``````''edge-case'' environment where the reward incentivizes the wrong behavior, revises the reward, and repeats. what would it mean to rethink robotics problems to formally account for this iterative nature of reward design? we propose that the robot not take the specified reward for granted, but rather have uncertainty about it, and account for the future design iterations as future evidence. we contribute an assisted reward design method that speeds up the design process by anticipating and influencing this future evidence: rather than letting the designer eventually encounter failure cases and revise the reward then, the method actively exposes the designer to such environments during the development phase. we test this method in an autonomous driving task and find that it more quickly improves the car's behavior in held-out environments by proposing environments that are ``''edge cases'' for the current reward.",-2.0308373,4.6430235,reward,no reinforce,87,"id:87 (reward)<br><b>Assisted Robust Reward Design</b><br>kw:Reward Design, Safety, Human-in-the-loop, Active Learning"
88,88,172,https://openreview.net/forum?id=UD4TAsdE-JM,LEO: Learning Energy-based Models in Factor Graph Optimization,"Paloma Sodhi, Eric Dexheimer, Mustafa Mukadam, Stuart Anderson, Michael Kaess",5.0,,,,,,,False,,"factor graphs, energy-based models, state estimation","We address the problem of learning observation models end-to-end for estimation. Robots operating in partially observable environments must infer latent states from multiple sensory inputs using observation models that capture the joint distribution between latent states and observations. This inference problem can be formulated as an objective over a graph that optimizes for the most likely sequence of states using all previous measurements. Prior work uses observation models that are either known a-priori or trained on surrogate losses independent of the graph optimizer. In this paper, we propose a method to directly optimize end-to-end tracking performance by learning observation models with the graph optimizer in the loop. This direct approach may appear, however, to require the inference algorithm to be fully differentiable, which many state-of-the-art graph optimizers are not. Our key insight is to instead formulate the problem as that of energy-based learning. We propose a novel approach, LEO, for learning observation models end-to-end with non-differentiable graph optimizers. LEO alternates between sampling trajectories from the graph posterior and updating the model to match these samples to ground truth trajectories. We propose a way to generate such samples efficiently using incremental Gauss-Newton solvers. We compare LEO against baselines on datasets drawn from two distinct tasks: navigation and real-world planar pushing. We show that LEO is able to learn complex observation models with lower errors and fewer samples.",,,,,"leo: learning energy-based models in factor graph optimization factor graphs, energy-based models, state estimation we address the problem of learning observation models end-to-end for estimation. robots operating in partially observable environments must infer latent states from multiple sensory inputs using observation models that capture the joint distribution between latent states and observations. this inference problem can be formulated as an objective over a graph that optimizes for the most likely sequence of states using all previous measurements. prior work uses observation models that are either known a-priori or trained on surrogate losses independent of the graph optimizer. in this paper, we propose a method to directly optimize end-to-end tracking performance by learning observation models with the graph optimizer in the loop. this direct approach may appear, however, to require the inference algorithm to be fully differentiable, which many state-of-the-art graph optimizers are not. our key insight is to instead formulate the problem as that of energy-based learning. we propose a novel approach, leo, for learning observation models end-to-end with non-differentiable graph optimizers. leo alternates between sampling trajectories from the graph posterior and updating the model to match these samples to ground truth trajectories. we propose a way to generate such samples efficiently using incremental gauss-newton solvers. we compare leo against baselines on datasets drawn from two distinct tasks: navigation and real-world planar pushing. we show that leo is able to learn complex observation models with lower errors and fewer samples.",-0.98779565,4.9367127,observation,no reinforce,88,"id:88 (observation)<br><b>LEO: Learning Energy-based Models in Factor Graph Optimization</b><br>kw:factor graphs, energy-based models, state estimation"
89,89,213,https://openreview.net/forum?id=JT4orC5QaLQ,Strength Through Diversity: Robust Behavior Learning via Mixture Policies,"Tim Seyde, Wilko Schwarting, Igor Gilitschenski, Markus Wulfmeier, Daniela Rus",5.0,,,,,,,False,,"Learning Control, Hierarchical Optimization, Sample Efficiency","Efficiency in robot learning is highly dependent on hyperparameters. Robot morphology and task structure differ widely and finding the optimal setting typically requires sequential or parallel repetition of experiments, strongly increasing the interaction count. We propose a training method that only relies on a single trial by enabling agents to select and combine controller designs conditioned on the task. Our Hyperparameter Mixture Policies (HMPs) feature diverse sub-policies that vary in distribution types and parameterization, reducing the impact of design choices and unlocking synergies between low-level components. We demonstrate strong performance on the DeepMind Control Suite and a simulated ANYmal robot, showing that HMPs yield robust, data-efficient learning.",,,,,"strength through diversity: robust behavior learning via mixture policies learning control, hierarchical optimization, sample efficiency efficiency in robot learning is highly dependent on hyperparameters. robot morphology and task structure differ widely and finding the optimal setting typically requires sequential or parallel repetition of experiments, strongly increasing the interaction count. we propose a training method that only relies on a single trial by enabling agents to select and combine controller designs conditioned on the task. our hyperparameter mixture policies (hmps) feature diverse sub-policies that vary in distribution types and parameterization, reducing the impact of design choices and unlocking synergies between low-level components. we demonstrate strong performance on the deepmind control suite and a simulated anymal robot, showing that hmps yield robust, data-efficient learning.",-2.833896,3.6906805,mixture,no reinforce,89,"id:89 (mixture)<br><b>Strength Through Diversity: Robust Behavior Learning via Mixture Policies</b><br>kw:Learning Control, Hierarchical Optimization, Sample Efficiency"
90,90,218,https://openreview.net/forum?id=tL24gvaTwhb,Skill Preferences: Learning to Extract and Execute Robotic Skills from Human Feedback,"Xiaofei Wang, Kimin Lee, Kourosh Hakhamaneshi, Pieter Abbeel, Michael Laskin",5.0,,,,,,,False,,"Reinforcement Learning, Skill Extraction, Human Preferences","A promising approach to solving challenging long-horizon tasks has been to extract behavior priors (skills) by fitting generative models to large offline datasets of demonstrations. However, such generative models inherit the biases of the underlying data and result in poor and unusable skills when trained on imperfect demonstration data. To better align skill extraction with human intent we present Skill Preferences (SkiP), an algorithm that learns a model over human preferences and uses it to extract human-aligned skills from offline data. After extracting human-preferred skills, SkiP also utilizes human feedback to solve downstream tasks with RL. We show that SkiP enables a simulated kitchen robot to solve complex multi-step manipulation tasks and substantially outperforms prior leading RL algorithms with human preferences as well as leading skill extraction algorithms without human preferences.",,,,,"skill preferences: learning to extract and execute robotic skills from human feedback reinforcement learning, skill extraction, human preferences a promising approach to solving challenging long-horizon tasks has been to extract behavior priors (skills) by fitting generative models to large offline datasets of demonstrations. however, such generative models inherit the biases of the underlying data and result in poor and unusable skills when trained on imperfect demonstration data. to better align skill extraction with human intent we present skill preferences (skip), an algorithm that learns a model over human preferences and uses it to extract human-aligned skills from offline data. after extracting human-preferred skills, skip also utilizes human feedback to solve downstream tasks with rl. we show that skip enables a simulated kitchen robot to solve complex multi-step manipulation tasks and substantially outperforms prior leading rl algorithms with human preferences as well as leading skill extraction algorithms without human preferences.",-2.9431555,3.2302384,preferences,reinforce,90,"id:90 (preferences)<br><b>Skill Preferences: Learning to Extract and Execute Robotic Skills from Human Feedback</b><br>kw:Reinforcement Learning, Skill Extraction, Human Preferences"
91,91,271,https://openreview.net/forum?id=Pxs5XwId51n,"""Good Robot! Now Watch This!'': Repurposing Reinforcement Learning for Task-to-Task Transfer","Andrew Hundt, Aditya Murali, Priyanka Hubli, Ran Liu, Nakul Gopalan, Matthew Gombolay, Gregory D. Hager",5.0,,,,,,,False,,--,--,,,,,"""good robot! now watch this!'': repurposing reinforcement learning for task-to-task transfer -- --",-1.2777346,1.2138205,watch,reinforce,91,"id:91 (watch)<br><b>""Good Robot! Now Watch This!'': Repurposing Reinforcement Learning for Task-to-Task Transfer</b><br>kw:--"
92,92,324,https://openreview.net/forum?id=s3tu6Ma1jga,Motivating Physical Activity via Competitive Human-Robot Interaction,"Boling Yang, Golnaz Habibi, Patrick Lancaster, Byron Boots, Joshua Smith",5.0,,,,,,,False,,"Competitive Human-robot Interaction, Reinforcement Learning, HRI, Adversarial Learning, Multi-agent System","This project aims to motivate research in competitive human-robot interaction by creating a robot competitor that can challenge human users in certain scenarios such as physical exercise and games. With this goal in mind, we introduce the Fencing Game, a human-robot competition used to evaluate both the capabilities of the robot competitor and user experience. We develop the robot competitor through multi-agent reinforcement learning and show that it can perform well against human competitors. Our user study additionally found that our system was able to continuously create challenging and enjoyable interactions for humans and the majority of human subjects considered the system to be entertaining and useful for improving the quality of their exercise.",,,,,"motivating physical activity via competitive human-robot interaction competitive human-robot interaction, reinforcement learning, hri, adversarial learning, multi-agent system this project aims to motivate research in competitive human-robot interaction by creating a robot competitor that can challenge human users in certain scenarios such as physical exercise and games. with this goal in mind, we introduce the fencing game, a human-robot competition used to evaluate both the capabilities of the robot competitor and user experience. we develop the robot competitor through multi-agent reinforcement learning and show that it can perform well against human competitors. our user study additionally found that our system was able to continuously create challenging and enjoyable interactions for humans and the majority of human subjects considered the system to be entertaining and useful for improving the quality of their exercise.",-2.3162227,3.4802601,competitor,reinforce,92,"id:92 (competitor)<br><b>Motivating Physical Activity via Competitive Human-Robot Interaction</b><br>kw:Competitive Human-robot Interaction, Reinforcement Learning, HRI, Adversarial Learning, Multi-agent System"
93,93,335,https://openreview.net/forum?id=U1GhcnR4jNI,Language Grounding with 3D Objects,"Jesse Thomason, Mohit Shridhar, Yonatan Bisk, Chris Paxton, Luke Zettlemoyer",5.0,,,,,,,False,,"Benchmark, Language Grounding, Vision, 3D","Seemingly simple natural language requests to a robot are generally underspecified, for example ""Can you bring me the wireless mouse?"" Flat images of candidate mice may not provide the discriminative information needed for ""wireless."" The world, and objects in it, are not flat images but complex 3D shapes. If a human requests an object based on any of its basic properties, such as color, shape, or texture, robots should perform the necessary exploration to accomplish the task. In particular, while substantial effort and progress has been made on understanding explicitly visual attributes like color and category, comparatively little progress has been made on understanding language about shapes and contours. In this work, we introduce a novel reasoning task that targets both visual and non-visual language about 3D objects. Our new benchmark ShapeNet Annotated with Referring Expressions (SNARE) requires a model to choose which of two objects is being referenced by a natural language description. We introduce several CLIP-based models for distinguishing objects and demonstrate that while recent advances in jointly modeling vision and language are useful for robotic language understanding, it is still the case that these image-based models are weaker at understanding the 3D nature of objects -- properties which play a key role in manipulation. We find that adding view estimation to language grounding models improves accuracy on both SNARE and when identifying objects referred to in language on a robot platform, but note that a large gap remains between these models and human performance.",,,,,"language grounding with 3d objects benchmark, language grounding, vision, 3d seemingly simple natural language requests to a robot are generally underspecified, for example ""can you bring me the wireless mouse?"" flat images of candidate mice may not provide the discriminative information needed for ""wireless."" the world, and objects in it, are not flat images but complex 3d shapes. if a human requests an object based on any of its basic properties, such as color, shape, or texture, robots should perform the necessary exploration to accomplish the task. in particular, while substantial effort and progress has been made on understanding explicitly visual attributes like color and category, comparatively little progress has been made on understanding language about shapes and contours. in this work, we introduce a novel reasoning task that targets both visual and non-visual language about 3d objects. our new benchmark shapenet annotated with referring expressions (snare) requires a model to choose which of two objects is being referenced by a natural language description. we introduce several clip-based models for distinguishing objects and demonstrate that while recent advances in jointly modeling vision and language are useful for robotic language understanding, it is still the case that these image-based models are weaker at understanding the 3d nature of objects -- properties which play a key role in manipulation. we find that adding view estimation to language grounding models improves accuracy on both snare and when identifying objects referred to in language on a robot platform, but note that a large gap remains between these models and human performance.",-1.198058,4.9154,language,no reinforce,93,"id:93 (language)<br><b>Language Grounding with 3D Objects</b><br>kw:Benchmark, Language Grounding, Vision, 3D"
94,94,343,https://openreview.net/forum?id=NeGDZeyjcKa,A Persistent Spatial Semantic Representation for High-level Natural Language Instruction Execution,"Valts Blukis, Chris Paxton, Dieter Fox, Animesh Garg, Yoav Artzi",5.0,,,,,,,False,,"vision and language, spatial representations, semantic mapping, representation learning, instruction following","Natural language provides an accessible and expressive interface to specify long-term tasks for robotic agents. However, non-experts are likely to specify such tasks with high-level instructions, which abstract over specific robot actions through several layers of abstraction. We propose that key to bridging this gap between language and robot actions over long execution horizons are persistent representations. We propose a persistent spatial semantic representation method, and show how it enables building an agent that performs hierarchical reasoning to effectively execute long-term tasks. We evaluate our approach on the ALFRED benchmark and achieve state-of-the-art results, despite completely avoiding the commonly used step-by-step instructions. https://hlsm-alfred.github.io/",,,,,"a persistent spatial semantic representation for high-level natural language instruction execution vision and language, spatial representations, semantic mapping, representation learning, instruction following natural language provides an accessible and expressive interface to specify long-term tasks for robotic agents. however, non-experts are likely to specify such tasks with high-level instructions, which abstract over specific robot actions through several layers of abstraction. we propose that key to bridging this gap between language and robot actions over long execution horizons are persistent representations. we propose a persistent spatial semantic representation method, and show how it enables building an agent that performs hierarchical reasoning to effectively execute long-term tasks. we evaluate our approach on the alfred benchmark and achieve state-of-the-art results, despite completely avoiding the commonly used step-by-step instructions. https://hlsm-alfred.github.io/",-1.2211089,4.439742,persistent,no reinforce,94,"id:94 (persistent)<br><b>A Persistent Spatial Semantic Representation for High-level Natural Language Instruction Execution</b><br>kw:vision and language, spatial representations, semantic mapping, representation learning, instruction following"
95,95,354,https://openreview.net/forum?id=rif3a5NAxU6,Implicit Behavioral Cloning,"Pete Florence, Corey Lynch, Andy Zeng, Oscar A Ramirez, Ayzaan Wahid, Laura Downs, Adrian Wong, Johnny Lee, Igor Mordatch, Jonathan Tompson",5.0,,,,,,,False,,"Implicit Models, Energy-Based Models, Imitation Learning","We find that across a wide range of robot policy learning scenarios, treating supervised policy learning with an implicit model generally performs better, on average, than commonly used explicit models.  We present extensive experiments on this finding, and we provide both intuitive insight and theoretical arguments distinguishing the properties of implicit models compared to their explicit counterparts, particularly with respect to approximating complex, potentially discontinuous and multi-valued (set-valued) functions. On robotic policy learning tasks we show that implicit behavior-cloning policies with energy-based models (EBM) often outperform common explicit (Mean Square Error, or Mixture Density) behavior-cloning policies, including on tasks with high-dimensional action spaces and visual image inputs. We find these policies provide competitive results or outperform state-of-the-art offline reinforcement learning methods on the challenging human-expert tasks from the D4RL benchmark suite, despite using no reward information. In the real world, robots with implicit policies can learn complex and remarkably subtle behaviors on contact-rich tasks from human demonstrations, including tasks with high combinatorial complexity and tasks requiring 1mm precision.",,,,,"implicit behavioral cloning implicit models, energy-based models, imitation learning we find that across a wide range of robot policy learning scenarios, treating supervised policy learning with an implicit model generally performs better, on average, than commonly used explicit models.  we present extensive experiments on this finding, and we provide both intuitive insight and theoretical arguments distinguishing the properties of implicit models compared to their explicit counterparts, particularly with respect to approximating complex, potentially discontinuous and multi-valued (set-valued) functions. on robotic policy learning tasks we show that implicit behavior-cloning policies with energy-based models (ebm) often outperform common explicit (mean square error, or mixture density) behavior-cloning policies, including on tasks with high-dimensional action spaces and visual image inputs. we find these policies provide competitive results or outperform state-of-the-art offline reinforcement learning methods on the challenging human-expert tasks from the d4rl benchmark suite, despite using no reward information. in the real world, robots with implicit policies can learn complex and remarkably subtle behaviors on contact-rich tasks from human demonstrations, including tasks with high combinatorial complexity and tasks requiring 1mm precision.",-2.668663,3.6984782,implicit,reinforce,95,"id:95 (implicit)<br><b>Implicit Behavioral Cloning</b><br>kw:Implicit Models, Energy-Based Models, Imitation Learning"
96,96,371,https://openreview.net/forum?id=dgQdvPZnH-t,LanguageRefer: Spatial-Language Model for 3D Visual Grounding,"Junha Roh, Karthik Desingh, Ali Farhadi, Dieter Fox",5.0,,,,,,,False,,"Referring task, Language model, 3D visual grounding, 3D Navigation","To realize robots that can understand human instructions and perform meaningful tasks in the near future, it is important to develop learned models that can understand referential language to identify common objects in real-world 3D scenes. In this paper, we develop a spatial-language model for a 3D visual grounding problem. Specifically, given a reconstructed 3D scene in the form of a point cloud with 3D bounding boxes of potential object candidates, and a language utterance referring to a target object in the scene, our model identifies the target object from a set of potential candidates. Our spatial-language model uses a transformer-based architecture that combines spatial embedding from bounding-box with a finetuned language embedding from DistilBert and reasons among the objects in the 3D scene to find the target object. We show that our model performs competitively on visio-linguistic datasets proposed by ReferIt3D. We provide additional analysis of performance in spatial reasoning tasks decoupled from perception noise, the effect of view-dependent utterances in terms of accuracy, and view-point annotations for potential robotics applications.",,,,,"languagerefer: spatial-language model for 3d visual grounding referring task, language model, 3d visual grounding, 3d navigation to realize robots that can understand human instructions and perform meaningful tasks in the near future, it is important to develop learned models that can understand referential language to identify common objects in real-world 3d scenes. in this paper, we develop a spatial-language model for a 3d visual grounding problem. specifically, given a reconstructed 3d scene in the form of a point cloud with 3d bounding boxes of potential object candidates, and a language utterance referring to a target object in the scene, our model identifies the target object from a set of potential candidates. our spatial-language model uses a transformer-based architecture that combines spatial embedding from bounding-box with a finetuned language embedding from distilbert and reasons among the objects in the 3d scene to find the target object. we show that our model performs competitively on visio-linguistic datasets proposed by referit3d. we provide additional analysis of performance in spatial reasoning tasks decoupled from perception noise, the effect of view-dependent utterances in terms of accuracy, and view-point annotations for potential robotics applications.",-0.87991554,4.82484,3d,no reinforce,96,"id:96 (3d)<br><b>LanguageRefer: Spatial-Language Model for 3D Visual Grounding</b><br>kw:Referring task, Language model, 3D visual grounding, 3D Navigation"
97,97,372,https://openreview.net/forum?id=s8xjoLghedM,Learning Multimodal Rewards from Rankings,"Vivek Myers, Erdem Biyik, Nima Anari, Dorsa Sadigh",5.0,,,,,,,False,,"HRI, reward learning, multi-modality, rankings, active learning","Learning from human feedback has shown to be a useful approach in acquiring robot reward functions. However, expert feedback is often assumed to be drawn from an underlying unimodal reward function. This assumption does not always hold including in settings where multiple experts provide data or when a single expert provides data for different tasks---we thus go beyond learning a unimodal reward and focus on learning a multimodal reward function. We formulate the multimodal reward learning as a mixture learning problem and develop a novel ranking-based learning approach, where the experts are only required to rank a given set of trajectories. Furthermore, as access to interaction data is often expensive in robotics, we develop an active querying approach to accelerate the learning process. We conduct experiments and user studies using a multi-task variant of OpenAI's LunarLander and a real Fetch robot, where we collect data from multiple users with different preferences. The results suggest that our approach can efficiently learn multimodal reward functions, and improve data-efficiency over benchmark methods that we adapt to our learning problem.",,,,,"learning multimodal rewards from rankings hri, reward learning, multi-modality, rankings, active learning learning from human feedback has shown to be a useful approach in acquiring robot reward functions. however, expert feedback is often assumed to be drawn from an underlying unimodal reward function. this assumption does not always hold including in settings where multiple experts provide data or when a single expert provides data for different tasks---we thus go beyond learning a unimodal reward and focus on learning a multimodal reward function. we formulate the multimodal reward learning as a mixture learning problem and develop a novel ranking-based learning approach, where the experts are only required to rank a given set of trajectories. furthermore, as access to interaction data is often expensive in robotics, we develop an active querying approach to accelerate the learning process. we conduct experiments and user studies using a multi-task variant of openai's lunarlander and a real fetch robot, where we collect data from multiple users with different preferences. the results suggest that our approach can efficiently learn multimodal reward functions, and improve data-efficiency over benchmark methods that we adapt to our learning problem.",-2.0753276,3.7642088,reward,no reinforce,97,"id:97 (reward)<br><b>Learning Multimodal Rewards from Rankings</b><br>kw:HRI, reward learning, multi-modality, rankings, active learning"
98,98,384,https://openreview.net/forum?id=fy4ZBWxYbIo,A Workflow for Offline Model-Free Robotic Reinforcement Learning,"Aviral Kumar, Anikait Singh, Stephen Tian, Chelsea Finn, Sergey Levine",5.0,,,,,,,False,,"workflow, offline RL, no online tuning","Offline reinforcement learning (RL) enables learning control policies by utilizing only prior experience, without any online interaction. This can allow robots to acquire generalizable skills from large and diverse datasets, without costly online data collection. Despite recent algorithmic advances in offline RL, applying these methods to real-world problems has proven challenging. Although offline RL methods can learn from prior data, there is no clear and well-understood process for making various design choices, from model architecture to algorithm hyperparameters, without actually evaluating the learned policies online. In this paper, our aim is to develop a practical workflow for applying offline RL analogous to the relatively well-understood workflows for supervised learning problems. To this end, we devise a set of metrics and conditions that can be tracked over the course of offline training, and can inform the practitioner about how the algorithm and model architecture should be adjusted to improve final performance. Our workflow is derived from a conceptual understanding of the behavior of conservative offline RL algorithms and cross-validation in supervised learning. We demonstrate the efficacy of this workflow in producing effective policies without any online tuning, both in several simulated robotic learning scenarios and for three tasks on two distinct real robots, focusing on learning manipulation skills with raw image observations with sparse binary rewards.",,,,,"a workflow for offline model-free robotic reinforcement learning workflow, offline rl, no online tuning offline reinforcement learning (rl) enables learning control policies by utilizing only prior experience, without any online interaction. this can allow robots to acquire generalizable skills from large and diverse datasets, without costly online data collection. despite recent algorithmic advances in offline rl, applying these methods to real-world problems has proven challenging. although offline rl methods can learn from prior data, there is no clear and well-understood process for making various design choices, from model architecture to algorithm hyperparameters, without actually evaluating the learned policies online. in this paper, our aim is to develop a practical workflow for applying offline rl analogous to the relatively well-understood workflows for supervised learning problems. to this end, we devise a set of metrics and conditions that can be tracked over the course of offline training, and can inform the practitioner about how the algorithm and model architecture should be adjusted to improve final performance. our workflow is derived from a conceptual understanding of the behavior of conservative offline rl algorithms and cross-validation in supervised learning. we demonstrate the efficacy of this workflow in producing effective policies without any online tuning, both in several simulated robotic learning scenarios and for three tasks on two distinct real robots, focusing on learning manipulation skills with raw image observations with sparse binary rewards.",-3.3830843,3.443419,offline,reinforce,98,"id:98 (offline)<br><b>A Workflow for Offline Model-Free Robotic Reinforcement Learning</b><br>kw:workflow, offline RL, no online tuning"
99,99,4,https://openreview.net/forum?id=ar8FMzaZbcq,Fully Self-Supervised Class Awareness in Dense Object Descriptors,"Denis Hadjivelichkov, Dimitrios Kanoulas",6.0,,,,,,,False,,"Self-Supervision, Descriptor Learning, Object Correspondence",We address the problem of inferring self-supervised dense semantic correspondences between objects        in multi-object scenes. The method introduces learning of class-aware dense object descriptors by providing either unsupervised discrete labels or confidence in object similarities. We quantitatively and qualitatively show that the introduced method outperforms previous techniques with more robust pixel-to-pixel matches. An example robotic application is also shown~- grasping of objects in clutter based on corresponding points.,,,,,"fully self-supervised class awareness in dense object descriptors self-supervision, descriptor learning, object correspondence we address the problem of inferring self-supervised dense semantic correspondences between objects        in multi-object scenes. the method introduces learning of class-aware dense object descriptors by providing either unsupervised discrete labels or confidence in object similarities. we quantitatively and qualitatively show that the introduced method outperforms previous techniques with more robust pixel-to-pixel matches. an example robotic application is also shown~- grasping of objects in clutter based on corresponding points.",-1.4684956,4.1327367,dense,no reinforce,99,"id:99 (dense)<br><b>Fully Self-Supervised Class Awareness in Dense Object Descriptors</b><br>kw:Self-Supervision, Descriptor Learning, Object Correspondence"
100,100,64,https://openreview.net/forum?id=GhMZNcr54zt,Learning to Predict Vehicle Trajectories with Model-based Planning,"Haoran Song, Di Luan, Wenchao Ding, Michael Y Wang, Qifeng Chen",6.0,,,,,,,False,,"Trajectory Prediction, Autonomous Driving","Predicting the future trajectories of on-road vehicles is critical for autonomous driving. In this paper, we introduce a novel prediction framework called PRIME, which stands for Prediction with Model-based Planning. Unlike recent prediction works that utilize neural networks to model scene context and produce unconstrained trajectories, PRIME is designed to generate accurate and feasibility-guaranteed future trajectory predictions. PRIME guarantees the trajectory feasibility by exploiting a model-based generator to produce future trajectories under explicit constraints and enables accurate multimodal prediction by utilizing a learning-based evaluator to select future trajectories. We conduct experiments on the large-scale Argoverse Motion Forecasting Benchmark, where PRIME outperforms the state-of-the-art methods in prediction accuracy, feasibility, and robustness under imperfect tracking.",,,,,"learning to predict vehicle trajectories with model-based planning trajectory prediction, autonomous driving predicting the future trajectories of on-road vehicles is critical for autonomous driving. in this paper, we introduce a novel prediction framework called prime, which stands for prediction with model-based planning. unlike recent prediction works that utilize neural networks to model scene context and produce unconstrained trajectories, prime is designed to generate accurate and feasibility-guaranteed future trajectory predictions. prime guarantees the trajectory feasibility by exploiting a model-based generator to produce future trajectories under explicit constraints and enables accurate multimodal prediction by utilizing a learning-based evaluator to select future trajectories. we conduct experiments on the large-scale argoverse motion forecasting benchmark, where prime outperforms the state-of-the-art methods in prediction accuracy, feasibility, and robustness under imperfect tracking.",-3.1564786,3.2220612,prime,no reinforce,100,"id:100 (prime)<br><b>Learning to Predict Vehicle Trajectories with Model-based Planning</b><br>kw:Trajectory Prediction, Autonomous Driving"
